0.02;0.1;4;[0.2597144842147827, 0.0, 0.888945996761322];0.42541623
0.02;0.2;4;[0.2667476236820221, 0.0, 0.8886750340461731];0.4375209
0.02;0.3;4;[0.29287049174308777, 0.0, 0.8838552236557007];0.4053935
0.02;0.4;4;[0.2964034080505371, 0.0, 0.8735564351081848];0.4329376
0.02;0.5;4;[0.3658088445663452, 0.0, 0.8530718088150024];0.49626926
0.02;0.6;4;[0.4077354073524475, 0.0, 0.8205242156982422];0.42247626
0.02;0.7;4;[0.33277252316474915, 0.0, 0.8544041514396667];0.32000858
0.02;0.8;4;[0.4040236175060272, 0.0, 0.8364928960800171];0.30531472
0.02;0.9;4;[0.32884517312049866, 0.0, 0.8534310460090637];0.44405222
0.02;0.1;5;[0.25392645597457886, 0.0, 0.8923736214637756];0.39780512
0.02;0.2;5;[0.2722601592540741, 0.0, 0.8817172646522522];0.4560309
0.02;0.3;5;[0.28510886430740356, 0.0, 0.8809682726860046];0.406827
0.02;0.4;5;[0.31760984659194946, 0.0, 0.8646727800369263];0.45640647
0.02;0.5;5;[0.3369786739349365, 0.0, 0.8586232662200928];0.38715097
0.02;0.6;5;[0.4951975643634796, 0.0, 0.8134162425994873];0.33604217
0.02;0.7;5;[0.536475658416748, 0.0, 0.780310869216919];0.2343832
0.02;0.8;5;[0.3422948718070984, 0.0, 0.8471564054489136];0.3734592
0.02;0.9;5;[0.4485164284706116, 0.0, 0.8047968149185181];0.3500461
0.02;0.1;6;[0.23911958932876587, 0.0, 0.9011139869689941];0.44810563
0.02;0.2;6;[0.27378615736961365, 0.0, 0.8814211487770081];0.35596275
0.02;0.3;6;[0.30955612659454346, 0.0, 0.8669775724411011];0.44005367
0.02;0.4;6;[0.32931628823280334, 0.0, 0.8759253621101379];0.51923954
0.02;0.5;6;[0.35198479890823364, 0.0, 0.8534418940544128];0.42487988
0.02;0.6;6;[0.4198894500732422, 0.0, 0.8329631090164185];0.33495986
0.02;0.7;6;[0.3285999000072479, 0.0, 0.8528497219085693];0.3939887
0.02;0.8;6;[0.3679823875427246, 0.0, 0.8424170613288879];0.40692505
0.02;0.9;6;[0.351605623960495, 0.0, 0.8560959100723267];0.38346937
0.02;0.1;7;[0.2349986732006073, 0.0, 0.8977720737457275];0.45112744
0.02;0.2;7;[0.2616997957229614, 0.0, 0.8864544630050659];0.39707953
0.02;0.3;7;[0.34773728251457214, 0.0, 0.8618698716163635];0.5053916
