0.01;0.1;0;[0.24956782162189484, 0.0, 0.8934018611907959];0.44335547
0.01;0.2;0;[0.2834238111972809, 0.0, 0.8786084651947021];0.21852908
0.01;0.3;0;[0.30342328548431396, 0.0, 0.8751943111419678];0.45330974
0.01;0.4;0;[0.3046201467514038, 0.0, 0.8691145777702332];0.46301904
0.01;0.5;0;[0.42035505175590515, 0.0, 0.8156920671463013];0.6061483
0.01;0.6;0;[0.4299812614917755, 0.0, 0.8200799822807312];0.58008
0.01;0.7;0;[0.3894372880458832, 0.0, 0.8378238081932068];0.6102653
0.01;0.8;0;[0.3750847578048706, 0.0, 0.8287914395332336];0.7363791
0.01;0.9;0;[0.33623969554901123, 0.0, 0.8560959100723267];0.7016786
0.2;0.1;0;[0.2403268665075302, 0.0, 0.896315336227417];0.49569744
0.2;0.2;0;[0.29645124077796936, 0.0, 0.8867505788803101];0.5235061
0.2;0.3;0;[0.29101598262786865, 0.0, 0.8778591752052307];0.46617922
0.2;0.4;0;[0.32751742005348206, 0.0, 0.8682262301445007];0.42944178
0.2;0.5;0;[0.3271770775318146, 0.0, 0.8663952350616455];0.48015562
0.2;0.6;0;[0.3322129249572754, 0.0, 0.8533985018730164];0.5482953
0.2;0.7;0;[0.33140653371810913, 0.0, 0.8564766645431519];0.49716067
0.2;0.8;0;[0.35023725032806396, 0.0, 0.8501184582710266];0.51131445
0.2;0.9;0;[0.45592525601387024, 0.0, 0.8181212544441223];0.5295492
0.01;0.1;1;[0.2522668242454529, 0.0, 0.8935732841491699];0.45227787
0.01;0.2;1;[0.2765141725540161, 0.0, 0.879348635673523];0.45218414
0.01;0.3;1;[0.28434044122695923, 0.0, 0.8794137239456177];0.42945024
0.01;0.4;1;[0.3297571837902069, 0.0, 0.8625999689102173];0.5079711
0.01;0.5;1;[0.33891549706459045, 0.0, 0.8552923798561096];0.5938292
0.01;0.6;1;[0.33730989694595337, 0.0, 0.8520657420158386];0.47965875
0.01;0.7;1;[0.3480445444583893, 0.0, 0.8497409224510193];0.5617497
0.01;0.8;1;[0.37987467646598816, 0.0, 0.8335307836532593];0.5245899
0.01;0.9;1;[0.32812976837158203, 0.0, 0.8594270348548889];0.6548159
0.2;0.1;1;[0.25448131561279297, 0.0, 0.8904884457588196];0.5263781
0.2;0.2;1;[0.2726447284221649, 0.0, 0.8827534914016724];0.47271705
0.2;0.3;1;[0.3050518035888672, 0.0, 0.8652009963989258];0.50383586
0.2;0.4;1;[0.4892089366912842, 0.0, 0.8069292306900024];0.4460197
0.2;0.5;1;[0.5671470165252686, 0.0, 0.7901554107666016];0.53095764
0.2;0.6;1;[0.3909607231616974, 0.0, 0.8365170955657959];0.58709615
0.2;0.7;1;[0.3499627411365509, 0.0, 0.8430051803588867];0.56470394
0.2;0.8;1;[0.5155520439147949, 0.0, 0.7831753492355347];0.51364255
0.2;0.9;1;[0.43275654315948486, 0.0, 0.8114590048789978];0.5290404
0.15;0.1;1;[0.24370069801807404, 0.0, 0.896401047706604];0.46607727
0.15;0.2;1;[0.3006449043750763, 0.0, 0.8747594356536865];0.51409864
0.15;0.3;1;[0.2978905737400055, 0.0, 0.8727514743804932];0.49135664
0.15;0.4;1;[0.37259441614151, 0.0, 0.8617115616798401];0.43627933
0.15;0.5;1;[0.3440854549407959, 0.0, 0.8586232662200928];0.5034576
0.15;0.6;1;[0.3069026470184326, 0.0, 0.8653931617736816];0.52209383
0.15;0.7;1;[0.32337892055511475, 0.0, 0.8580310940742493];0.47648826
0.15;0.8;1;[0.34554165601730347, 0.0, 0.8489336371421814];0.49803016
0.15;0.9;1;[0.3500562608242035, 0.0, 0.8500999212265015];0.5430659
0.01;0.1;2;[0.2861967384815216, 0.0, 0.8814052939414978];0.4603622
0.01;0.2;2;[0.2910120487213135, 0.0, 0.8805329203605652];0.4380128
0.01;0.3;2;[0.3186313509941101, 0.0, 0.8754163980484009];0.43557653
0.01;0.4;2;[0.31880033016204834, 0.0, 0.8670417666435242];0.50239164
0.01;0.5;2;[0.30260133743286133, 0.0, 0.8663952350616455];0.55573636
0.01;0.6;2;[0.5651787519454956, 0.0, 0.7827632427215576];0.616509
0.01;0.7;2;[0.4002070128917694, 0.0, 0.8352331519126892];0.6679271
0.01;0.8;2;[0.32398948073387146, 0.0, 0.853672981262207];0.66262466
0.01;0.9;2;[0.3362002968788147, 0.0, 0.8554297089576721];0.61079866
0.2;0.1;2;[0.22880227863788605, 0.0, 0.9002570509910583];0.49730647
0.2;0.2;2;[0.2685389816761017, 0.0, 0.8885270357131958];0.45631084
