0.0;0.5;1;[0.3190966546535492, 0.0, 0.8649148941040039];0.6452453
0.0;0.6;1;[0.5398585796356201, 0.0, 0.7885384559631348];0.6535427
0.0;0.7;1;[0.37722885608673096, 0.0, 0.8466321229934692];0.47128645
0.0;0.8;1;[0.32392409443855286, 0.0, 0.8548578023910522];0.78069395
0.0;0.9;1;[0.3094184100627899, 0.0, 0.8620919585227966];0.6535459
0.05;0.1;1;[0.2802164554595947, 0.0, 0.8844901323318481];0.44897726
0.05;0.2;1;[0.3379310071468353, 0.0, 0.871058464050293];0.4291112
0.05;0.3;1;[0.28688251972198486, 0.0, 0.8769708871841431];0.47020954
0.05;0.4;1;[0.5026589632034302, 0.0, 0.8110749125480652];0.5300561
0.05;0.5;1;[0.39190298318862915, 0.0, 0.8478904366493225];0.5132759
0.05;0.6;1;[0.32169705629348755, 0.0, 0.8613949418067932];0.5089238
0.05;0.7;1;[0.3675139546394348, 0.0, 0.8497409224510193];0.49827525
0.05;0.8;1;[0.38112035393714905, 0.0, 0.8347156643867493];0.5706319
0.05;0.9;1;[0.35832053422927856, 0.0, 0.8494337201118469];0.6143176
0.1;0.1;1;[0.24497322738170624, 0.0, 0.8952013850212097];0.46945214
0.1;0.2;1;[0.27121487259864807, 0.0, 0.8842338919639587];0.45179865
0.1;0.3;1;[0.32831037044525146, 0.0, 0.8703086972236633];0.5261084
0.1;0.4;1;[0.2962401211261749, 0.0, 0.8794788122177124];0.53007585
0.1;0.5;1;[0.3702452778816223, 0.0, 0.8560325503349304];0.5324427
0.1;0.6;1;[0.3708861470222473, 0.0, 0.8369613289833069];0.50284976
0.1;0.7;1;[0.3236440420150757, 0.0, 0.8575129508972168];0.5018382
0.1;0.8;1;[0.3470069169998169, 0.0, 0.8513033390045166];0.5585524
0.1;0.9;1;[0.3868315517902374, 0.0, 0.840772807598114];0.5213268
0.0;0.1;2;[0.2772742211818695, 0.0, 0.888003408908844];0.3538113
0.0;0.2;2;[0.2855474054813385, 0.0, 0.8786084651947021];0.42226994
0.0;0.3;2;[0.29161879420280457, 0.0, 0.8805240988731384];0.48120075
0.0;0.4;2;[0.32877689599990845, 0.0, 0.8679301142692566];0.58506924
0.0;0.5;2;[0.3595937192440033, 0.0, 0.8427091240882874];0.60940504
0.0;0.6;2;[0.4112139940261841, 0.0, 0.8200799822807312];0.68193334
0.0;0.7;2;[0.3165931701660156, 0.0, 0.8709844350814819];0.61274993
0.0;0.8;2;[0.4810265302658081, 0.0, 0.7890995144844055];0.6653742
0.0;0.9;2;[0.30475670099258423, 0.0, 0.8687541484832764];0.8141604
0.05;0.1;2;[0.2506197988986969, 0.0, 0.8990573883056641];0.47669092
0.05;0.2;2;[0.26579758524894714, 0.0, 0.889711320400238];0.50862354
0.05;0.3;2;[0.3868635892868042, 0.0, 0.8463246822357178];0.50632244
0.05;0.4;2;[0.3429296016693115, 0.0, 0.8599348664283752];0.43360445
0.05;0.5;2;[0.4031184911727905, 0.0, 0.8415988087654114];0.55736464
0.05;0.6;2;[0.3286189138889313, 0.0, 0.8689471483230591];0.50672024
0.05;0.7;2;[0.32186001539230347, 0.0, 0.8544041514396667];0.5486696
0.05;0.8;2;[0.4188655614852905, 0.0, 0.8169431090354919];0.5897721
